serialNum,uniqueCode,userName
502,APCHDLS83,SRI LAKSHMI VENKATESWARA ENTERPRISES
503,APCHDLS66,sri sabari enterprise
504,APCHDLS95,SMD SHAREEF TRADERS
505,APCHDLS102,SANA TRADERS
506,APCHDLK04,KARTHEEK ENTERPRISES
507,APCHDLV12,VISHNNU STEEL &CEMENT
508,APCHDLM06,MAHESH TRADERS
509,APCHDLS104,Sri Vinayaka Enterprises
510,APCHDLS96,SREE SAI KRISHNA AGENCIES
511,APCHDLS101,SRI GANAPATHI CEMENTS
512,APCHDLS97,SRI VINAYAKA STEEL &CEMENT
513,APCUDLD02,DVR TRADERS
514,APCUDLJ03,JP RAMANAMMA TRADERS
515,APCUDLS29,SIVANAGA ENTERPRISES
516,APCUDLP01,PVC HARDWARES
517,APCUDLA03,ANJANA TRADERS
518,APCUDLD01,DHORNADULA CHANDRA MOULI
519,APCUDLJ04,JUTURU VENKATA SUBBA RAO
520,APCUDLK01,KOTA SUDHAKAR
521,APCUDLS05,SRI LAXMI VENKATESWARA FERTILIZERS 
522,APCUDLS06,SAI MOUNIKA TRADERS
523,APCUDLS09,SRI VIJAYA SAI TRADERS
524,APCUDLS31,SRI SIVAGANESH TRADERS
525,APCUDLS47,SRI SAI LAKSHMI TRADERS
526,APCUDLS49,SRI LAKSHMI VENKATESWARA FERTILISERS
527,APCUDLV06,Veera Raghava Enterprises
528,APCUDLS02,SRI SAI KRISHNA TRADERS
529,APCUDLS37,SRI ANJANEYA TRADERS
530,APCUDLS48,SRI LAKSHMI NARASIMHA ENTERPRISES
531,APCUDLM05,MASHA ALLAH CEMENT &STEEL
532,APCUDLS54,SRI CHOWDESWARI AGENCIES
533,TSTCDLN05,NAGARJUNA STEEL MART
534,TSTCDLP09,M/S. PATEL AGENCIES
535,TSRRDLH02,HYDERABAD CEMENT MARKETING
536,TSRRDLM03,MOHIT AGENCIES
537,TSRRDLS15,SAI MARUTHI SYNDICATES
538,TSRRDLM07,MANGALAM SALES CORP
539,TSRRDLS16,M/S SRINIVASA TRADERS
540,TSRRDLS19,SRI TIRUMALA AND CO
541,TSRRDLS49,SRI HARSHA CO
542,TSRRDLS28,M/S SRI SAI ENTERPRISES
543,TSTCDLK02,"K. NAGESHWARA RAO, CEMENT AGENCY"
544,TSRRDLS29,SRI VENKATESHWARA TRADERS
545,TSRRDLM10,M/S MANJU MARKETING
546,TSRRDLS26,M/S SRI DATTASAI ENTERPRISES
547,TSRRDLB04,BALAJI STEEL AND CEMENT
548,TSRRDLT02,TRIMURTHI CEMENT DISTRIBUTORS
549,TSRRDLA03,ADVANCED ACTIVE TRADERS
550,TSRRDLR02,M/S RAJA RAJENDRA TRADERS
551,TSTCDLL02,LIMRA TRADERS
552,TSRRDLS33,M/S SRI VENKATESHWARA MARKETING
553,TSRRDLS24,SRINIVASA STEEL AGENCIES
554,TSTCDLV05,VASAVI SALES CORPORATION
555,TSRRDLS53,SAI BABA TRADERS
556,TSTCDLR02,RAJ TRADING
557,TSRRDLC01,CHAMUNDESHWARI STEEL TRADERS
558,TSRRDLS46,SRI SAI STEEL TRADERS
559,TSRRDLM09,MANGA CONSTRUCTIONS
560,TSRRDLS51,SRI SAPTHAGIRI STEEL CEMENT WHOLESALERS
561,TSTCDLT02,TAWAKKAL STEELS AND CEMENT
562,TSRRDLS48,M/S S A PATEL AND CO
563,TSTCDLM05,MOOSANI MARKETING
564,TSTCDLM06,M A S TRADERS
565,TSTCDLM07,MODERN MARKETING ASSOCIATES
566,TSRRDLM13,M M TRADERS
567,TSRRDLS14,SRI SAI KRUPA STEEL TRADERS
568,TSRRDLM08,MAYANK MARKETING ASSOCIATES
569,TSRRDLR04,ROYAL CEMENT & STEEL
570,TSRRDLS37,SIVA BALAJI ENTERPRISES
571,TSRRDLD02,M/S DIVYANI MARKETING
572,TSTCDLS22,SRI DEVI AGENCIES
573,TSTCDLS29,SHREE RANGNATH TRADING CO
574,TSRRDLG07,GURU BASAVA STEEL
575,TSTCDLM08,MAHIRA TRADERS
576,TSTCDLS31,Shree Associates
577,TSRRDLK03,K.G.N. TRADERS
578,TSMEDLS33,SAI BALAJI ENTERPRISES
579,TSMADLS48,SRI VINAYAKA TRADERS
580,TSMEDLJ01,JAI BHAVANI TRADING CO
581,TSMADLS27,SRI GAYATHRI TRADERS
582,TSMEDLB01,BHAVANI TRADERS
583,TSMADLS36,SRI LAXMI VENKATESHWARA STEEL AND CEMENT TRADERS
584,TSMEDLS36,SHIRIDI SAIBABA TRADERS
585,TSMADLS47,M/S SUGUNA IRON CEMENT
586,TSMADLS15,"SUDHA IRON & HARD WARE,ACHAMPET"
587,TSMEDLS24,Sri Sadguru Traders
588,TSMEDLS04,M/S SRI GAYATRI CEMENT AGENCIES
589,TSMADLS35,SREE TIRUMALA IRON & CEMENT TRADERS
590,TSRRDLV04,VIJAYALAKSHMI STEEL AND CEMENT TRADER
591,TSMADLP01,PAVAN SAI TRADERS
592,TSMEDLS07,SRI SAI DURGA TRADERS
593,TSMEDLM03,M/S MA MOIZ TRADERS
594,TSMEDLS17,SRI SAI BALAJI TRADERS
595,TSMADLS12,M/S SRI SRINIVASA IRON & CEMENT STORES
596,TSMADLS38,M/S SRI KATTAKINDA THIMMAPPA SWAMY TRADERS
597,TSMADLS49,SRI BHAGAVAN TRADERS
598,TSNADLS28,SRI VENKATESWARA CEMENT AGENCIES
599,TSNADLS70,Sree padmavathi Enterprises
600,TSNADLV08,VORUGANTI RAMMURTHY CEMENT AND GEERAL MERCHANT
601,TSKHDLS40,sri srinivasa iron hardware and general stores
602,TSNADLS21,SATYANARAYANA ENTERPRISES
603,TSNADLS34,SRI VENKATARAMANA IRON & CEMENT SYNDICATE
604,TSNADLV01,VIJAYA JANATHA
605,TSKHDLR07,RUPA STEEL SYNDICATE GENERAL
606,TSKHDLS19,SRI KANAKADURGA STEEL SYNDICATE
607,TSKHDLS03,SRI RAMAKRISHNA AGENCIES
608,TSNADLS24,SRI VENKATA RAMANA IRON H.W. & GENERAL
609,TSNADLN06,NISHI AGENCIES
610,TSKHDLS34,SRI SRISRI VENKATA SAI RAM IRON SYNDICATE
611,TSNADLK01,KAMISETTY SEKHAR
612,TSKHDLB04,BOGGAVARAPU VENKATA RAJARAO
613,TSNADLS52,sri anjaneya cement agencies
614,TSWADLS20,SRI GOURI SHANKAR IRON MERCHANT
615,TSKHDLD04,DRUVA ENTERPRISES
616,TSKHDLR06,RAGHAVA TRADERS
617,TSKHDLS30,SAI LAXMI NARASIMHA STEEL SYNDICATE
618,TSNADLS63,Sri Laxmi Narasimha Traders
619,TSWADLS05,Sri Vasavi Traders
620,TSNIDLP02,Pranay chowdary & co
621,TSKADLD04,M/S DHATRI TRADERS
622,TSADDLN01,NIKITHA TRADERS BELLAMPALLI
623,TSKADLS10,sai agencies
624,TSKADLR04,M/S RAJA RAJESHWARA TRADERS
625,TSADDLS11,SRI LAXMI GANAPATHI TRADERS
626,TSKADLA04,A N TRADERS
627,TSADDLR02,M/s RAMAKRUSHNA AGENCIES
628,TSADDLB02,BVS TRADERS
629,TSADDLS13,SRI LAXMI ENTERPRISES
630,TSADDLS02,M/S SRI BALAJI HARDWARE & ELECTRICALS DANDEPALLY
631,TSADDLS16,SRS Agences
632,TSNIDLS10,Sri sai ram traders
633,TSNIDLR01,Raghavendra agencies
634,TSNIDLT01,Tirumala trading company
635,TSNIDLS13,Sri Navadurga traders
636,TSNIDLR05,Rajesh traders
637,TSKADLS32,Sri anjaneya traders
638,TSADDLS10,Saibaba Traders
639,TSADDLS12,Sri Sai Traders
640,TSKADLS34,"Sri Chakra Traders,Pegadapalli"
641,TSKADLS25,"SRI SATYANARAYANA IRON, HARDWARE ENGI AND GENERAL MERCHANTS"
642,TSMEDLS12,SRI KETAKI BHRAMARAMBHA MALLIKARJUNA TRADERS
643,TSKADLE01,EKAVEERA HARDWARE
644,TSKADLS26,SREE YASHODA ENTERPRISES
645,TSKADLL01,"LAXMI TRADERS, CEMENT"
646,TSMEDLY02,YASHODA AGENCIES
647,TSKADLR05,RAMANJANEYA CEMENT AND IRON
648,TSMEDLS18,SRI VENKATESHWARA STEEL SYNDICATE
649,TSKADLM06,MALLIKARJUNA TRADERS
650,TSKADLS28,SRI RAJARAJESWARA STEEL TRADERS
651,TSMEDLS25,SRI MANJUNATHA TRADERS
652,TSKADLS38,S R R AGENCIES
653,TSMEDLS35,SRI RENUKAMATHA TRADERS
654,TSKADLM09,MALLIKARJUNA ENTERPRISES
655,TSMEDLJ02,JAI BHAVANI STEEL & CEMENT
656,TSKADLS41,"SRINIVASA TRADERS, VEMULAWADA"
657,TSKADLS18,"SAIRAM IRON & CEMENT, GANGADHARA"
658,TSMEDLN01,NEW VENKATA SAI PAINTS & ELECTRICALS
659,TSKADLB06,"M/s. BRR CONSTRUCTIONS, EQUIPMENTS & SUPPLIERS"
660,TSMEDLL03,LAXMI NARASIMHA CEMENT AND HARDWARE
661,TSKADLL02,LAXMI CEMENT AGENCIES 
662,TSKADLS27,M/S SRI RAJA RAJESHWARA TRADERS
663,TSKADLK02,KODAM SATHYANARAYANA AGENCIES
664,TSKADLS37,Sri Manjunatha Traders
665,TSKADLM03,Mamatha Traders
666,TSMEDLS30,Sri Sai Steel and Cement Drpot
667,TSKADLS33,Sri Raja Rajeshwara Traders
668,TSNIDLP03,Praveen Traders
669,TSNIDLS11,Sree Laxmi Traders
670,TSMEDLR02,Raghavendra Engineering 
671,TSKHDLV07,SHREE VENKATESWARA ENTERPRISES
672,TSWADLS17,SRI DURGA IRON & HARDWARE
673,TSKHDLS18,SARASWATHI AGENCIES
674,TSWADLS25,SRI SRINIVASA AGENCIES
675,TSWADLS09,SESHADRI IRON & CEMENT MERCHANT
676,TSKHDLS50,SRI VINAYAKA TRADERS
677,TSKHDLS33,SRI VENKATESWRA STEELS & CEMENTS
678,TSKHDLS45,SRI SRI SRINIVASA ENTERPRISES
679,TSWADLS26,SAMMAIAH AGENCIES
680,TSWADLU03,UMA MAHESHWARA TRADERS
681,TSKHDLH01,HANUMAVATHI ENTERPRISES
682,TSWADLS31,SRI MAHA LAKSHMI AGENCIES
683,TSWADLR03,"RACHANA CEMENT , IRON & HARDWARE"
684,TSWADLM02,MAHESHWARA IRON AND HARDWARE
685,TSKHDLS06,SRI LAKSHMI ENTERPRISES
686,TSKHDLL06,LAXMI FANCY GENERAL TRADERS
687,TSKHDLS42,SRI RAMAKRISHNA CEMENT AND HARDWARE
688,TSKHDLS32,SRI LAKSHMI IRON HARD WARE & GERNERAL STORES
689,TSKHDLL05,laxmi prasanna bricks plant
690,TSWADLS29,SHIRIDI SAI CEMENT IRON HARDWARE
691,TSWADLR06,RAGHURAM TRADERS
692,TSWADLS30,"M/S SRAVANTHI FERTILIZERS, PESTICIDES & SEEDS"
693,TSWADLS13,SATYA SAI TRADERS
694,TSWADLU01,UMA MAHESWARA IRON & CEMENT
695,TSWADLH03,HANUMAN IRON
696,TSWADLS16,SAI KRISHA ELEC AND ENG
697,TSKHDLS35,SRI VENKATESWRA ENTERPRISES
698,TSKADLD03,DHANYA CEMENT AND HARDWARE
699,TSWADLS34,SRI VENU IRON HARD WARE & PAINTS
700,TSWADLR04,RENUKA IRON & HARDWARE
701,TNCHDLO07,OSSVVEL CEMENT STEEL
702,TNCHDLS115,SRI VIJAYALAKSHMI CEMENT ELECTRICALS
703,TNCHDLK12,KUMARAN ENTERPRISES
704,TNCHDLS85,SRI KANDHAN TRADERS
705,TNCHDLA17,ADHITHYAA AGENCY
706,TNCHDLD06,DATASAI ASSOCIATES 
707,TNCHDLK19,KUMAR ASSOCIATES 
708,TNCHDLO06,OM SAKTHI AGENCY 
709,TNCHDLS86,VINAYGA AGENCY 
710,TNCHDLP02,PALANIKUMAR TRADER 
711,TNPODLM02,MANAMEDU FERTILIZER 
712,TNVPDLO01,OM SAKTHI FERTILIZER 
713,TNVPDLS03,SANTHI TRADERS 
714,TNVPDLV02,VKM HARDWARES
715,TNCUDLS01,SHREE SHARAVANA AGENCIES 
716,TNKPDLH02,HARIKA & CO.
717,TNKPDLP01,PRABHU AGENCIES
718,TNKPDLS20,SRI JANAKIRAMAN TRADERS
719,TNKPDLS51,SRI RAJAN & CO
720,TNKPDLS41,SWAMY TRADERS
721,TNKPDLM11,M.P.K.ENTERPRISES
722,TNKPDLK02,KALAI ANBU AGENCIES
723,TNKPDLS20,SRI KRISHNA TRADERS 
724,TNKPDLO03,OM SAKTHI TRADERS 
725,KARADLS08,SRIVEDI ENTERPRISES
726,KARADLS07,SUGURESWARA ENTERPRISES 
727,KARADLS06,SRI AMARESHWARA TRADERS
728,KARADLS11,SRI JYOTHI AGENCIES 
729,KARADLR01,ROHINI ENTERPRISES
730,KARADLL02,"LAKSHMI NARASIMHA CONS, &  MFG"
731,KRBADLS15,"GIRIJA TRADING CO,"
732,KARADLM02,MANSOOR PATIL PATEL ENTERPRISES
733,KABLDLS48,SREE VAARI AGENCIES
734,KABLDLV09,V S R TRADERS
735,KABLDLT01,THURUMALA ENTERPRISES
736,KAYADLH01,HEMA TRADERS
737,KAYADLS04,BHAGYAVATHI ARGO TRADERS
738,KAYADLS05,BASAVA TARDING CO
739,KAYADLP01,PARAMANADESWARA TRADERS
740,KAYADLS06,BHAGYAVATHI TRADERS
741,KARADLM03,MALLIKARJUNA ENTERPRISES
742,KRBIDLZ01,ZUFISA ENTERPRISES
743,KAKLDLS02,Srinivasa Hardwares
744,KAKLDLS09,Srinivasa Agencies
745,KRTUDLS19,Sidvin Infra
746,KACHDLS17,Sri Matha Traders
747,KRTUDLC01,Chaithanya associates
748,KRTUDLS14,Sri sai cements Agencies
749,KRTUDLS05,Sree Malleshwara Traders
750,KACHDLS19,Sri sai associates�
751,KABEDLS02,SRI KANYAKA PARAMESWARI TRADERS
752,KABEDLM02,MOKSHA TRADERS
753,KAKODLV01,M/S VIKRAM SALES CORPORATION
754,KAKODLS04,SRI LAXMIVENKATESHWAR AGENCIES
755,KAKODLP02,PAWAR HARDWARES
756,KRBEDLS06,Shree Manjunatha Enterprises
757,KRBEDLS05,SRI SRINIVASA ENTERPRISES
758,KAHTDLS02,SRI HANUMAN CEMENT AGENCIES
759,KABEDLS19,LAKSHMI MADHAVASWAMY TRADERS
760,KABEDLO01,OM SREE GURU KATTEBASAVESHWARA TRADERS
761,KADADLM01,M.B.ENTERPRISES
762,KABEDLR02,RANGANAYAKULU HARDWARE AND SHOPS 
763,KABEDLG01,GANTI AGENCIES 
764,ORRADLS08,SHAKTI HARDWARE STORE
765,ORRADLS05,SHANMUK ENTERPRISES
766,ORJEDLS01,SHIVAM TRADERS
767,ORPADLS02,SARSWATI TRADING & CO
768,ORRADLS01,SRI LAXMI TRADERS
769,ORKODLV01,M/S VASANTA TRADERS
770,MHAKDLA01,ATHARVA ENTERPRISES
771,MHNADLJ01,J .P ENTERPRISES
772,CGSKDLS02,SHANMUKA VARMA TRADE LINK
773,NEW,G.V.R NIRMAN BAZAR
774,NEW,PIYUSH FORWARDING
775,V-003,TENNETI VENKATARAMANA
776,M-S029,SLS ENTERPEISES
777,APANDLS47,SRI SANDEEP CEMENT STEEL AND PLUMBER TRADERS
778,APANDLS71,SRI GANESH TRADERS
779,TSNADLS56,SRI SAI TEJA CEMENT TRADERS
780,TSKHDLV07,SHREE VENKATESWARA ENTERPRISES
781,TSWADLS17,SRI DURGA IRON & HARDWARE
782,TSKHDLS18,SARASWATHI AGENCIES
783,TSWADLS25,SRI SRINIVASA AGENCIES
784,TSWADLS09,SESHADRI IRON & CEMENT MERCHANT
785,TSKHDLS50,SRI VINAYAKA TRADERS
786,TSKHDLS33,SRI VENKATESWRA STEELS & CEMENTS
787,TSKHDLS45,SRI SRI SRINIVASA ENTERPRISES
788,TSWADLS26,SAMMAIAH AGENCIES
789,TSWADLU03,UMA MAHESHWARA TRADERS
790,TSKHDLH01,HANUMAVATHI ENTERPRISES
791,TSWADLS31,SRI MAHA LAKSHMI AGENCIES
792,TSWADLR03,"RACHANA CEMENT , IRON & HARDWARE"
793,TSWADLM02,MAHESHWARA IRON AND HARDWARE
794,TSKHDLS06,SRI LAKSHMI ENTERPRISES
795,TSKHDLL06,LAXMI FANCY GENERAL TRADERS
796,TSKHDLS42,SRI RAMAKRISHNA CEMENT AND HARDWAR
797,TSKHDLS32,SRI LAKSHMI IRON HARD WARE & GERNERA
798,TSKHDLL05,laxmi prasanna bricks plant
799,TSWADLS29,SHIRIDI SAI CEMENT IRON HARDWARE
800,TSWADLR06,RAGHURAM TRADERS
801,TSWADLS30,"M / S SRAVANTHI FERTILIZERS , PESTICIDES &"
802,TSWADLS13,SATYA SAI TRADERS
803,TSWADLU01,UMA MAHESWARA IRON & CEMENT
804,TSWADLH03,HANUMAN IRON
805,CGSKDLS01,M/S SURYA ENTERPRISES
